#defaultCSS=fill:#aa00ff; fill-opacity:0.5; stroke:#ffffff; stroke-opacity:1.0; stroke-width:1.0; symbol:cross
ShipDetections	geometry:Point	Detected_x:Integer	Detected_y:Integer	Detected_lat:Double	Detected_lon:Double	Detected_width:Double	Detected_length:Double	style_css:String
target_387	POINT (6042 6450)	6042	6450	24.22594565449409	68.05931459701355	80.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_388	POINT (10449 6314)	10449	6314	24.311934329393882	67.63540084494281	150.0	200.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_389	POINT (10674 6329)	10674	6329	24.314318768902293	67.6132842672591	100.0	100.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_390	POINT (13978 6387)	13978	6387	24.363613222850287	67.29213453899244	40.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_391	POINT (1954 6659)	1954	6659	24.137583478263032	68.45047347260864	40.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_392	POINT (5874 6711)	5874	6711	24.199501777366677	68.0706770893181	50.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_393	POINT (11708 6638)	11708	6638	24.303616871176942	67.50744728461629	60.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_394	POINT (4041 7125)	4041	7125	24.13109777712679	68.23996695967517	60.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_395	POINT (4128 6988)	4128	6988	24.14497506885143	68.23421856174721	70.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_396	POINT (3805 7566)	3805	7566	24.087325055265545	68.25444633413342	50.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_397	POINT (4487 7282)	4487	7282	24.124535460612723	68.19395040427648	50.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_398	POINT (2248 7991)	2248	7991	24.022379648574386	68.39670656996111	50.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_399	POINT (7191 7901)	7191	7901	24.114306775698186	67.92100060581915	50.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_400	POINT (7773 7979)	7773	7979	24.11710422695388	67.86326452761466	20.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_401	POINT (13436 7734)	13436	7734	24.233228105811357	67.31996485778267	60.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_402	POINT (11914 7774)	11914	7774	24.20454485837554	67.46655145670479	140.0	110.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_403	POINT (13181 7814)	13181	7814	24.221821755027253	67.34319567973125	60.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_404	POINT (1836 8248)	1836	8248	23.99207216534315	68.43157734535103	30.0	20.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_405	POINT (3920 8100)	3920	8100	24.041077315122042	68.23325148534173	90.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_406	POINT (11886 8323)	11886	8323	24.154547736928922	67.45921476101614	40.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_407	POINT (13042 8097)	13042	8097	24.19400622176941	67.35149544068112	20.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_408	POINT (13220 8207)	13220	8207	24.18696163006298	67.33225458407276	40.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_409	POINT (13201 8215)	13201	8215	24.18596459607615	67.3340052675746	70.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_410	POINT (12569 8241)	12569	8241	24.173222235979406	67.39463911627104	20.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_411	POINT (12596 8371)	12596	8371	24.161885672239816	67.3896935325839	30.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_412	POINT (12952 8251)	12952	8251	24.178625427818346	67.35744786952367	50.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_413	POINT (10999 8698)	10999	8698	24.10601468874451	67.53816778231095	50.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_414	POINT (12990 8501)	12990	8501	24.156703065379418	67.34916552212877	180.0	170.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_415	POINT (12746 8589)	12746	8589	24.144747249025688	67.37116729495062	80.0	110.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_416	POINT (12596 8371)	12596	8371	24.161885672239816	67.3896935325839	30.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_417	POINT (12533 8451)	12533	8451	24.153635936908437	67.39427900427437	40.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_418	POINT (12540 8458)	12540	8458	24.153111695226578	67.3935224705075	90.0	100.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_419	POINT (3903 8994)	3903	8994	23.960090324813375	68.21799342927747	60.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_420	POINT (6532 9033)	6532	9033	24.00109923405682	67.96351305696517	60.0	130.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_421	POINT (7383 9016)	7383	9016	24.016900169517406	67.88169477050177	50.0	200.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_422	POINT (12737 8769)	12737	8769	24.128350481850568	67.36880251103943	250.0	150.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_423	POINT (3942 9125)	3942	9125	23.948926486694525	68.21176089493979	80.0	130.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_424	POINT (4017 9463)	4017	9463	23.919678590979203	68.19820361900965	50.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_425	POINT (6948 9358)	6948	9358	23.97871161602916	67.91732413520693	110.0	120.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_426	POINT (7227 9183)	7227	9183	23.999255638860948	67.89360974929892	40.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_427	POINT (7230 9188)	7230	9188	23.998846421868716	67.89327526593004	50.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_428	POINT (7401 9230)	7401	9230	23.997888168737255	67.87597426560761	30.0	20.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_429	POINT (7415 9232)	7415	9232	23.997988384717434	67.87459469074209	90.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_430	POINT (10043 9253)	10043	9253	24.04006202256441	67.62031226142395	40.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_431	POINT (10043 9253)	10043	9253	24.04006202256441	67.62031226142395	40.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_432	POINT (12592 9170)	12592	9170	24.089731689084616	67.37549702986287	70.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_433	POINT (11698 9166)	11698	9166	24.07532754761046	67.46200370434748	270.0	240.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_434	POINT (4017 9463)	4017	9463	23.919678590979203	68.19820361900965	50.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_435	POINT (7329 9609)	7329	9609	23.962477540248774	67.8758225784308	40.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_436	POINT (7751 10185)	7751	10185	23.917641164132643	67.82435058964774	100.0	90.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_437	POINT (1664 10475)	1664	10475	23.788075253991103	68.40575030899076	60.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_438	POINT (1755 10510)	1755	10510	23.78651251071901	68.39637408555298	70.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_439	POINT (4886 10430)	4886	10430	23.847164292102594	68.09610060701766	40.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_440	POINT (7080 10516)	7080	10516	23.87646966622118	67.8829471480273	150.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_441	POINT (11160 10393)	11160	10393	23.95570600928561	67.4914283951199	150.0	180.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_442	POINT (11144 10450)	11144	10450	23.95034293434969	67.49193198161068	110.0	110.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_443	POINT (11160 10393)	11160	10393	23.95570600928561	67.4914283951199	150.0	180.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_444	POINT (4721 10710)	4721	10710	23.81904305402398	68.10671485921016	40.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_445	POINT (6634 10640)	6634	10640	23.85777846733142	67.92359609148623	40.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_446	POINT (6540 10738)	6540	10738	23.847297882792212	67.93086424572266	70.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_447	POINT (6605 10843)	6605	10843	23.83892459735532	67.92257930766694	160.0	240.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_448	POINT (7601 10801)	7601	10801	23.859530223778947	67.82732149513471	140.0	210.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_449	POINT (8380 11251)	8380	11251	23.831933485353495	67.74382945895576	110.0	140.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_450	POINT (5436 11338)	5436	11338	23.774479703657427	68.02601825991412	50.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_451	POINT (4875 11327)	4875	11327	23.765969930050776	68.08023584622336	40.0	60.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_452	POINT (8880 11507)	8880	11507	23.817223574211628	67.69080030433379	40.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_453	POINT (445 11898)	445	11898	23.638682341389636	68.49594378235962	190.0	210.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_454	POINT (4002 11798)	4002	11798	23.70866613287094	68.15543596684236	120.0	110.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_455	POINT (4014 11801)	4014	11801	23.708545707549515	68.15426202415074	90.0	100.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_456	POINT (3326 11768)	3326	11768	23.699798878095066	68.22108824431695	20.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_457	POINT (3102 11915)	3102	11915	23.68270620075389	68.23986048976782	80.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_458	POINT (4455 11742)	4455	11742	23.721375006897194	68.11285622122118	20.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_459	POINT (928 12207)	928	12207	23.619118292153317	68.44350756384961	60.0	90.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_460	POINT (759 12653)	759	12653	23.57594549254707	68.45121241051689	40.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_461	POINT (746 12658)	746	12658	23.57527013527394	68.45236658932964	100.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_462	POINT (746 12658)	746	12658	23.57527013527394	68.45236658932964	100.0	50.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_463	POINT (2335 12945)	2335	12945	23.576656399066795	68.2941102603176	90.0	70.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_464	POINT (820 13288)	820	13288	23.519620549207968	68.43321379724588	70.0	100.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_465	POINT (803 13365)	803	13365	23.51243044359729	68.43333329408205	20.0	30.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_466	POINT (960 14040)	960	14040	23.454148924651385	68.40535412829996	110.0	160.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
target_467	POINT (969 14044)	969	14044	23.45395158351841	68.40436490288137	60.0	40.0	fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle
